Date,IAM,WAA,TIM,LES,ATH,ATW,MNG,CMA,ATL,ADH,BCP,TMA
1/2/2018,136.85,"4.987,0",216,169.8,91,481,"1.675,00","1.706,00",64.8,35.05,293,"1.800,00"
1/3/2018,138.05,"4.975,0",216,173.9,90,490,"1.699,00","1.700,00",65.3,37.05,289.9,"1.847,00"
1/4/2018,140,"4.900,0",216,168.85,92,490,"1.716,00","1.700,00",64,37.11,285.3,"1.800,00"
1/5/2018,140.5,"4.861,0",211,175,91.9,497.85,"1.700,00","1.700,00",64.95,36.5,283,"1.830,00"
1/8/2018,140.25,"4.995,0",210,172,92.5,492,"1.700,00","1.665,00",63.5,36,285.4,"1.800,00"
1/9/2018,140,"4.999,0",224.8,174,92.4,496.05,"1.706,00","1.700,00",63.7,35.61,287,"1.820,00"
1/10/2018,140,"4.870,0",224.7,174.95,92,500,"1.750,00","1.698,00",69,36.01,286.65,"1.850,00"
1/12/2018,140,"4.950,0",224.7,175,98,500.1,"1.831,00","1.750,00",68.4,35.61,292.95,"1.940,00"
1/15/2018,144,"4.950,0",214,175,98,508,"1.830,00","1.748,00",67.5,36.5,302,"1.934,00"
1/16/2018,150,"4.975,0",210,175,97,500,"1.826,00","1.760,00",68,36.8,303,"1.900,00"
1/17/2018,149,"4.974,0",224.85,179,95.5,500,"1.826,00","1.750,00",68,36,297.35,"1.901,00"
1/18/2018,148.05,"4.975,0",203,175,96,500,"1.845,00","1.750,00",68,36,297.3,"1.870,00"
1/19/2018,148.4,"5.100,0",218.95,182,94.6,500,"1.840,00","1.750,00",67.25,35.99,297.7,"1.907,00"
1/22/2018,147.95,"5.000,0",202,188.4,96.89,505,"1.820,00","1.760,00",68.21,35.95,297.95,"1.914,00"
1/23/2018,147.8,"5.140,0",218.4,188.9,96,500,"1.825,00","1.779,00",69.98,35.46,297,"1.900,00"
1/24/2018,147.55,"5.190,0",217.95,186.5,94.52,501,"1.812,00","1.780,00",69.05,34.9,297.6,"1.900,00"
1/25/2018,147.3,"5.190,0",216,186.5,94.8,509.3,"1.830,00","1.730,00",70,33.5,297.6,"1.905,00"
1/26/2018,147.1,"5.190,0",215.8,186.5,95.29,507.9,"1.820,00","1.730,00",71,32.9,297,"1.910,00"
1/29/2018,147.5,"5.220,0",215,181.3,94.12,503.6,"1.800,00","1.760,00",72.2,33.21,296.5,"1.902,00"
1/30/2018,147.7,"5.150,0",215.8,179.6,94.5,507.7,"1.834,00","1.789,00",73.05,33,294,"1.920,00"
1/31/2018,147.7,"4.900,0",212,184,94.1,500,"1.782,00","1.765,00",73,33.5,294,"1.940,00"
2/1/2018,149.9,"5.100,0",210,180,94.9,500.4,"1.795,00","1.711,00",70.14,34.31,300.05,"1.920,00"
2/2/2018,149.5,"5.099,0",216,177.6,94.5,502.5,"1.780,00","1.730,00",72,37.72,300,"1.940,00"
2/5/2018,148,"5.100,0",204.05,180,94.99,500,"1.750,00","1.745,00",71.5,36.5,298,"1.922,00"
2/6/2018,146.5,"5.100,0",201.2,180,94,498,"1.703,00","1.710,00",71.51,35.5,294.65,"1.930,00"
2/7/2018,145,"5.010,0",200.05,180,94,488,"1.794,00","1.710,00",72.01,35.8,295.3,"1.940,00"
2/8/2018,145.15,"5.098,0",220.05,179.3,93.99,495,"1.790,00","1.683,00",74.47,35.36,296,"1.930,00"
2/9/2018,146,"5.001,0",241.8,180,94.5,492.5,"1.787,00","1.700,00",76,35.99,299,"1.925,00"
2/12/2018,146,"5.001,0",239,180,94,490,"1.799,00","1.700,00",77,35.7,296.5,"1.917,00"
2/13/2018,146.55,"5.000,0",230,180,94,503.9,"1.795,00","1.660,00",76.01,35,297,"1.916,00"
2/14/2018,146,"4.950,0",228.9,178.5,94.5,495,"1.756,00","1.700,00",75.01,35.4,297.2,"1.940,00"
2/15/2018,146.25,"5.057,0",220,179,95.9,497.1,"1.751,00","1.675,00",76,35.4,304,"1.926,00"
2/16/2018,147.05,"4.998,0",220,178.6,95.1,501,"1.760,00","1.698,00",80,35.4,302,"1.938,00"
2/19/2018,150.8,"4.950,0",220,180,97.75,502,"1.790,00","1.730,00",80.9,35.6,301.95,"1.922,00"
2/20/2018,149.95,"4.950,0",220,178,96,500,"1.756,00","1.690,00",78.15,35.15,302.05,"1.931,00"
2/21/2018,148.5,"4.998,0",220,180,98.8,503.7,"1.756,00","1.719,00",79.5,35.2,301.25,"1.935,00"
2/22/2018,148.55,"4.998,0",239,178.2,98.7,508,"1.780,00","1.665,00",78.6,35.2,303,"1.935,00"
2/23/2018,149,"5.000,0",239,176.1,96.1,514,"1.780,00","1.710,00",79.78,34.25,303,"1.935,00"
2/26/2018,150,"4.950,0",239,178.2,96.25,504.3,"1.775,00","1.675,00",78.4,34.07,300,"1.922,00"
2/27/2018,151,"4.860,0",239,176,97,507.8,"1.775,00","1.710,00",80,33,298,"1.939,00"
2/28/2018,148.55,"4.900,0",229,179.9,98.8,507.8,"1.756,00","1.720,00",79.22,33.99,297.55,"1.943,00"
3/1/2018,150.2,"4.820,0",215,179.8,97,509.8,"1.775,00","1.710,00",78.33,34.5,299,"1.930,00"
3/2/2018,150.5,"4.980,0",202.15,178,96.3,509.4,"1.775,00","1.715,00",80.4,33.5,300,"1.935,00"
3/5/2018,150.25,"4.977,0",202.2,178,96,512,"1.775,00","1.760,00",79.2,33.94,300,"1.934,00"
3/6/2018,150.5,"4.972,0",203.05,178,96,511.4,"1.779,00","1.770,00",79.2,33.01,300,"1.930,00"
3/7/2018,150.55,"4.880,0",203,175,96,510,"1.766,00","1.770,00",80,33.15,300.3,"1.841,00"
3/8/2018,151,"4.899,0",203,178,97,511.9,"1.750,00","1.772,00",78.4,33.57,300,"1.862,00"
3/9/2018,151.55,"4.900,0",190.9,175,96,512,"1.774,00","1.809,00",79,34,302.9,"1.862,00"
3/12/2018,151.65,"4.900,0",202,176.8,95.5,513.6,"1.771,00","1.750,00",78.7,33.78,300.5,"1.876,00"
3/13/2018,151.4,"4.785,0",202,176.5,95.4,510,"1.700,00","1.745,00",80.01,33.6,301,"1.930,00"
3/14/2018,150.85,"4.940,0",199.95,168,95,510,"1.680,00","1.783,00",80,33.53,300,"1.900,00"
3/15/2018,151,"4.900,0",199.9,170,95,510,"1.700,00","1.750,00",80,33.88,300,"1.890,00"
3/16/2018,150.5,"4.900,0",199.95,170,92,509,"1.672,00","1.745,00",80,33.75,299.95,"1.910,00"
3/19/2018,150.75,"4.822,0",199.9,168.3,92,509,"1.737,00","1.780,00",78.85,33.5,299,"1.880,00"
3/20/2018,150.5,"4.800,0",204.5,168,97,507.9,"1.700,00","1.799,00",78.9,33.41,299.5,"1.927,00"
3/21/2018,149.2,"4.890,0",199.9,167,93,500,"1.700,00","1.800,00",80,33.1,291.45,"1.845,00"
3/22/2018,148,"4.890,0",211,169.4,95,500,"1.700,00","1.780,00",78.7,32.86,299,"1.843,00"
3/23/2018,149,"4.651,0",223,168,96.9,500,"1.695,00","1.798,00",78.7,32.9,298,"1.843,00"
3/26/2018,148.9,"4.600,0",223,168,96,500,"1.690,00","1.797,00",79,33,297.9,"1.850,00"
3/27/2018,149,"4.877,0",211,165,93.05,500,"1.660,00","1.780,00",78.2,32.95,294.15,"1.850,00"
3/28/2018,148.85,"4.890,0",211,167,94.5,499,"1.640,00","1.780,00",80,32.94,294.95,"1.870,00"
3/29/2018,148.75,"4.700,0",209,168,96,491,"1.640,00","1.805,00",79,34.15,294.1,"1.870,00"
3/30/2018,148.75,"4.899,0",208,168,95,500,"1.620,00","1.805,00",78,30.74,294.65,"1.850,00"
4/2/2018,148.1,"4.880,0",198,168,96.55,493.5,"1.625,00","1.820,00",78,27.67,296.7,"1.870,00"
4/3/2018,148.45,"4.500,0",207,167.95,94,494.15,"1.650,00","1.830,00",78,26.61,294,"1.860,00"
4/4/2018,148.6,"4.500,0",194.6,168,94.1,494,"1.620,00","1.785,00",79.8,26.6,294.95,"1.880,00"
4/5/2018,148.7,"4.729,0",183,163.85,96.56,494,"1.600,00","1.820,00",77.1,26.2,294,"1.880,00"
4/6/2018,148.9,"4.257,0",172.05,163.7,94.5,493,"1.640,00","1.820,00",78,25.98,293.5,"1.880,00"
4/9/2018,148.55,"4.654,0",170,164.4,94,492,"1.644,00","1.830,00",80,25.2,292,"1.865,00"
4/10/2018,148.55,"4.256,0",159.85,167,94,492.05,"1.645,00","1.800,00",80,25.14,293,"1.889,00"
4/11/2018,148.55,"4.485,0",150.3,172,95,492.2,"1.645,00","1.800,00",78.1,25,293.5,"1.898,00"
4/12/2018,149,"4.400,0",141.3,172,95,493,"1.601,00","1.788,00",80,23.7,293.5,"1.861,00"
4/13/2018,149.5,"4.440,0",132.85,167,93.5,498,"1.679,00","1.800,00",78.5,23.95,293.5,"1.880,00"
4/16/2018,149.55,"4.250,0",124.9,164.5,95,494,"1.660,00","1.800,00",77.7,23.75,293.5,"1.882,00"
4/17/2018,150,"4.250,0",132.35,165,95,494.7,"1.610,00","1.779,00",78.34,23.04,294,"1.886,00"
4/18/2018,150,"4.395,0",131.1,163.6,93.54,496,"1.615,00","1.765,00",78,24,291.6,"1.882,00"
4/19/2018,150.8,"4.250,0",138.95,165,93,500,"1.692,00","1.765,00",78,25,295,"1.900,00"
4/20/2018,152.1,"4.598,0",147.25,163.4,94.5,504.6,"1.664,00","1.819,00",77.5,25.29,295.5,"1.899,00"
4/23/2018,153,"4.590,0",154.95,167,94.48,504.9,"1.664,00","1.818,00",77.66,24.55,292,"1.885,00"
4/24/2018,153.8,"4.290,0",164.2,163,93,500,"1.614,00","1.778,00",79.5,24.56,295,"1.890,00"
4/25/2018,153.8,"4.200,0",174,160,93,500.1,"1.630,00","1.756,00",78.05,24.6,292.25,"1.869,00"
4/26/2018,153.8,"3.800,0",165,160,93,500,"1.650,00","1.775,00",78.96,24.64,292,"1.875,00"
4/27/2018,154.4,"3.805,0",156,157.2,96,505,"1.601,00","1.750,00",76.62,24.8,295,"1.869,00"
4/30/2018,157.9,"3.900,0",151,160,93.05,509.9,"1.640,00","1.705,00",78,24.85,293.5,"1.702,00"
5/2/2018,155,"3.900,0",142,160,93.05,500.6,"1.648,00","1.750,00",76.8,24.78,294.4,"1.838,00"
5/3/2018,155.5,"3.900,0",134.5,157.1,93.1,500.6,"1.650,00","1.750,00",77,24,291.15,"1.838,00"
5/4/2018,155.5,"3.880,0",142.5,156.6,95.5,504.9,"1.600,00","1.770,00",76.52,23.13,291.2,"1.770,00"
5/7/2018,155.5,"3.880,0",135.5,164.5,93.13,500,"1.630,00","1.725,00",77,23.6,293.95,"1.749,00"
5/8/2018,155.75,"3.830,0",137,160,95.5,497.15,"1.600,00","1.700,00",76.53,23.36,291.35,"1.740,00"
5/9/2018,155.55,"3.825,0",143,156.2,95.5,498,"1.600,00","1.676,00",76.6,23.56,291.6,"1.691,00"
5/10/2018,155.2,"3.780,0",150,154.5,93,496.1,"1.554,00","1.750,00",78,23.62,291.9,"1.700,00"
5/11/2018,154.85,"3.749,0",158.9,154,93,493.65,"1.600,00","1.702,00",77.8,23.78,291.85,"1.700,00"
5/14/2018,153.5,"3.707,0",168.3,159.8,89.25,491,"1.600,00","1.750,00",76.62,22.85,291.9,"1.699,00"
5/15/2018,152,"3.700,0",178,160.05,89,489,"1.600,00","1.779,00",79,22.41,291.5,"1.689,00"
5/16/2018,151.25,"3.680,0",185,165,90,486,"1.580,00","1.780,00",79,22,292.9,"1.683,00"
5/17/2018,151,"3.780,0",195,160.1,89.5,483,"1.599,00","1.780,00",77.5,22.4,290,"1.600,00"
5/18/2018,150.5,"3.700,0",204.85,160,90,480,"1.580,00","1.775,00",79,22.5,290,"1.575,00"
5/21/2018,150,"3.710,0",199.95,157.65,90,478.05,"1.580,00","1.775,00",77,22.1,290,"1.418,00"
5/22/2018,149.45,"3.875,0",190,160,92.9,478,"1.600,00","1.774,00",77,22.1,290,"1.277,00"
5/23/2018,148.25,"3.950,0",178.65,160,93,477,"1.580,00","1.774,00",76.4,22,290,"1.181,00"
5/24/2018,148.6,"3.945,0",167.95,162.9,89.6,477,"1.590,00","1.749,00",79,21.6,290,"1.220,00"
5/25/2018,141.6,"3.945,0",178,158.3,89.75,487.8,"1.600,00","1.648,00",79,21,292,"1.236,00"
5/28/2018,142,"3.910,0",186,158.25,88.2,477.15,"1.600,00","1.679,00",77.1,21.3,290,"1.299,00"
5/29/2018,141.55,"3.980,0",175,160,90,478.9,"1.550,00","1.820,00",75,21.26,290,"1.319,00"
5/30/2018,143.1,"4.090,0",175,160,88.1,481.05,"1.505,00","1.650,00",77,21.7,290,"1.295,00"
5/31/2018,143.1,"4.090,0",175,162.75,88.1,485.05,"1.579,00","1.650,00",76,21.5,290.5,"1.250,00"
6/1/2018,143.15,"4.090,0",170.15,156,88,485.5,"1.500,00","1.645,00",76,22.15,291,"1.200,00"
6/4/2018,144.05,"4.090,0",180,156.15,90,483.1,"1.575,00","1.600,00",75,21.5,290,"1.240,00"
6/5/2018,144,"3.900,0",170,156.2,91.98,483.1,"1.545,00","1.600,00",75.5,21.41,290,"1.211,00"
6/6/2018,144.2,"3.900,0",170,160,91.95,485.05,"1.538,00","1.644,00",74.99,21.3,290.05,"1.165,00"
6/7/2018,147,"3.900,0",179.7,156,88.05,497,"1.560,00","1.645,00",74.98,21.41,290.95,"1.150,00"
6/8/2018,146,"4.048,0",170,154,90,495,"1.540,00","1.600,00",75,21.7,291,"1.151,00"
6/11/2018,146.9,"4.090,0",179.7,157,88.15,495,"1.387,00","1.600,00",76,21.42,290.1,"1.140,00"
6/12/2018,146.7,"4.150,0",170,152.6,91.8,492.3,"1.249,00","1.600,00",75.9,21.4,290.05,"1.150,00"
6/13/2018,146.5,"4.144,0",165,150.2,91.8,490.1,"1.200,00","1.596,00",70,20.99,290.8,"1.130,00"
6/14/2018,145,"4.250,0",165.55,150.3,91.93,490.1,"1.207,00","1.620,00",70,20.11,290,"1.110,00"
6/18/2018,144.9,"4.250,0",170,153.95,88.62,486.7,"1.235,00","1.620,00",71.2,20.2,289,"1.100,00"
6/19/2018,144,"4.350,0",170,154,91.8,489.3,"1.180,00","1.645,00",70,20.01,280.55,"1.050,00"
6/20/2018,143.8,"4.350,0",179.75,154.85,90,492,"1.200,00","1.600,00",70,20.2,285.5,"990,00"
6/21/2018,143.3,"4.350,0",186.95,150,88.3,471.2,"1.230,00","1.550,00",68.5,20.6,285,"990,00"
6/22/2018,142.85,"4.000,0",176.1,152.7,88,479.9,"1.230,00","1.550,00",68,20.5,289.95,"1.017,00"
6/25/2018,142,"4.339,0",177,153.8,91.8,479.4,"1.240,00","1.550,00",70,20.3,283,"1.065,00"
6/26/2018,139.75,"4.325,0",177,152.85,91.5,475,"1.297,00","1.550,00",71.5,20.01,279.9,"1.100,00"
6/27/2018,140,"4.101,0",177,152,91.5,475,"1.307,00","1.508,00",72,19.01,277,"1.120,00"
6/28/2018,139.75,"4.200,0",177,151,91.8,475,"1.319,00","1.460,00",72,18.05,280.9,"1.075,00"
6/29/2018,138.5,"4.151,0",178,146.2,91.78,470,"1.307,00","1.498,00",72,17.71,282,"1.075,00"
7/2/2018,139,"4.200,0",178,146.3,88.01,469,"1.307,00","1.550,00",72,18.3,277,"1.041,00"
7/3/2018,138.05,"4.115,0",179,149,89,462.15,"1.320,00","1.499,00",72,17.89,272.05,"1.041,00"
7/4/2018,137.5,"4.130,0",187,153,91,463,"1.334,00","1.500,00",70,17.8,272.3,"1.010,00"
7/5/2018,137.5,"4.200,0",179,146.45,90.5,463,"1.330,00","1.500,00",71.4,18.5,272.4,"1.032,00"
7/6/2018,137.7,"4.075,0",168.55,145.05,89,474.9,"1.330,00","1.500,00",71.46,18.8,276,"1.059,00"
7/9/2018,138,"4.240,0",168.55,150.9,83.95,467,"1.300,00","1.499,00",67.5,18.12,278,"1.060,00"
7/10/2018,138,"4.081,0",167,145.25,85,470,"1.298,00","1.526,00",71.35,18.21,273.5,"1.088,00"
7/11/2018,137,"4.279,0",168.55,150,84,462.05,"1.300,00","1.485,00",71.95,17.8,276.5,"1.088,00"
7/12/2018,137.5,"4.299,0",168,148.5,82.5,461.95,"1.349,00","1.400,00",71,18,272,"1.153,00"
7/13/2018,136.75,"4.299,0",168.55,148.5,80,459.95,"1.331,00","1.400,00",71.9,17.85,269.5,"1.200,00"
7/16/2018,136.75,"4.000,0",160,141.05,76,456,"1.300,00","1.400,00",71.85,18,269.5,"1.192,00"
7/17/2018,136.25,"4.000,0",160,140.1,75.9,453,"1.328,00","1.400,00",70.8,17.98,265,"1.240,00"
7/18/2018,136.85,"4.010,0",160,143,72,446.05,"1.349,00","1.425,00",71.95,17.9,262,"1.216,00"
7/19/2018,136.35,"4.000,0",156.2,142,70,452,"1.320,00","1.447,00",71.95,17.88,262.1,"1.249,00"
7/20/2018,136.3,"4.010,0",157.2,141.5,71,460,"1.260,00","1.447,00",70,18.13,265,"1.261,00"
7/23/2018,141,"3.951,0",160,141.7,70.15,464,"1.260,00","1.471,00",71.95,18.29,270.05,"1.264,00"
7/24/2018,142.5,"3.950,0",162,149.35,71.3,465.2,"1.200,00","1.400,00",71.93,18.06,272,"1.295,00"
7/25/2018,142.5,"3.950,0",152.4,153.8,76,468.95,"1.230,00","1.480,00",70.2,18.29,270.05,"1.250,00"
7/26/2018,142.75,"4.110,0",161.5,147,76,476.9,"1.250,00","1.549,00",69.22,18.05,275,"1.272,00"
7/27/2018,142.75,"3.802,0",151.85,147,80,479.5,"1.190,00","1.549,00",71.93,18.02,279.95,"1.280,00"
7/31/2018,142.3,"3.998,0",151.85,151,78.51,473,"1.200,00","1.480,00",70,18.13,285.55,"1.270,00"
8/1/2018,141.95,"4.074,0",157,147.15,82.99,468,"1.230,00","1.500,00",69,18.46,285.35,"1.240,00"
8/2/2018,142.5,"4.000,0",157,147.2,76,469,"1.200,00","1.470,00",69,18.53,284.9,"1.277,00"
8/3/2018,142.5,"3.999,0",153.9,148,80,469,"1.230,00","1.410,00",70,18.25,276.4,"1.245,00"
8/6/2018,142.5,"4.016,0",153,148,82,465,"1.199,00","1.426,00",70,18.3,279,"1.246,00"
8/7/2018,142.55,"3.830,0",149.95,148,81.2,468,"1.150,00","1.426,00",69,18.16,276.8,"1.283,00"
8/8/2018,142.75,"3.842,0",148,148,81.2,470,"1.240,00","1.420,00",69,18.28,274,"1.310,00"
8/9/2018,142,"3.950,0",148,150,81.2,470,"1.240,00","1.450,00",69,18.25,274.15,"1.291,00"
8/10/2018,142,"3.850,0",147,146.15,77,474.9,"1.239,00","1.440,00",69.99,18.13,267,"1.270,00"
8/13/2018,141,"3.860,0",147,149.9,80,470,"1.199,00","1.425,00",65,18.04,272.2,"1.254,00"
8/15/2018,141.8,"3.962,0",147,148,80,470,"1.195,00","1.430,00",69,18,270.15,"1.220,00"
8/16/2018,141,"3.947,0",144.1,148,81,470.1,"1.195,00","1.450,00",65,17.7,270.3,"1.150,00"
8/17/2018,142,"3.870,0",144.1,149,81.1,473,"1.195,00","1.430,00",67.9,17.8,270.3,"1.170,00"
8/24/2018,141.95,"3.805,0",141.25,148,81.5,474,"1.150,00","1.450,00",65,17.8,270,"1.140,00"
8/27/2018,142.1,"3.806,0",141.25,149.3,81.95,474,"1.150,00","1.425,00",67.7,17.78,270,"1.141,00"
8/28/2018,143.5,"3.651,0",138.45,148,80,470,"1.121,00","1.469,00",65,17.76,270,"1.200,00"
8/29/2018,142.8,"3.560,0",136,148,82.5,469,"1.150,00","1.460,00",67,17.4,268,"1.190,00"
8/30/2018,142.25,"3.899,0",134,149.3,81,473,"1.130,00","1.468,00",63,17,265,"1.199,00"
8/31/2018,141.7,"3.783,0",133,145.15,81,463,"1.130,00","1.435,00",66.3,16.96,264.5,"1.170,00"
9/3/2018,140.7,"3.750,0",131,150,82,462,"1.120,00","1.450,00",63.1,16.1,263,"1.175,00"
9/4/2018,139.95,"3.502,0",133,149.5,80,460,"1.120,00","1.430,00",62,16,262,"1.170,00"
9/5/2018,139,"3.506,0",130.35,149.5,80,454.85,"1.140,00","1.431,00",65,15.79,258.5,"1.200,00"
9/6/2018,139,"3.503,0",130,146,80,452,"1.130,00","1.472,00",64,15,261,"1.237,00"
9/7/2018,139.2,"3.789,0",127.45,149.4,80,448,"1.130,00","1.509,00",62.5,14.01,261,"1.200,00"
9/10/2018,139.3,"3.660,0",129,145.1,82,440.15,"1.100,00","1.485,00",62.52,14.9,266.85,"1.161,00"
9/12/2018,139.3,"3.511,0",129,145,83.4,443.1,"1.130,00","1.460,00",62.8,15.32,263.55,"1.103,00"
9/13/2018,139.3,"3.165,0",129,149.25,78,450,"1.125,00","1.466,00",64,16.15,264,"1.110,00"
9/14/2018,139.7,"3.474,0",126.45,145,83.95,448,"1.050,00","1.466,00",63.95,16.35,264,"1.150,00"
9/17/2018,140,"3.350,0",125.1,148.9,78,446,"1.050,00","1.480,00",64,16,263.95,"1.140,00"
9/18/2018,140,"3.350,0",125,146,82.5,447.7,"1.030,00","1.480,00",63.11,16.18,266.9,"1.130,00"
9/19/2018,140.2,"3.350,0",125,145,81,448,"1.032,00","1.500,00",64,14.7,268,"1.130,00"
9/20/2018,140.25,"3.351,0",125,149,80,452,"1.030,00","1.472,00",62.1,14.6,264,"1.128,00"
9/21/2018,141.05,"3.350,0",125,145,81,451,"1.010,00","1.477,00",64,14.7,274.85,"1.126,00"
9/24/2018,141,"3.350,0",127.45,145.1,77.62,446.1,"1.010,00","1.480,00",62,14.85,275,"1.125,00"
9/25/2018,141.75,"3.370,0",129,147,80,454.5,"1.010,00","1.426,00",63,15,280.05,"1.131,00"
9/26/2018,141.5,"3.400,0",131.55,146.5,74.5,460,"1.000,00","1.468,00",61.55,15,279,"1.125,00"
9/27/2018,142.6,"3.520,0",134.15,148.95,76.73,452,"1.000,00","1.489,00",61.55,14.99,270,"1.105,00"
9/28/2018,142.6,"3.625,0",131.55,145,75,450,"1.000,00","1.510,00",58.5,14.75,278,"1.140,00"
10/1/2018,142.5,"3.400,0",134.15,148.9,78.95,447.05,"1.038,00","1.528,00",61.5,13.99,276.65,"1.100,00"
10/2/2018,142.5,"3.586,0",136.8,145,75,446.6,"1.025,00","1.570,00",61.5,14.63,271.4,"1.105,00"
10/3/2018,142.5,"3.400,0",139.5,148.9,70.5,446.1,"1.000,00","1.600,00",60,14.7,272.5,"1.110,00"
10/4/2018,143.4,"3.550,0",137,143.25,76,445.1,"1.000,00","1.630,00",59.1,14.7,271.5,"1.106,00"
10/5/2018,144,"3.550,0",134.3,145,75,444,"1.000,00","1.659,00",59.27,14.7,275,"1.090,00"
10/8/2018,143.25,"3.550,0",131.65,145,76,443.1,"1.013,00","1.645,00",61.89,14.3,270.05,"1.051,00"
10/9/2018,143.05,"3.599,0",129.05,148.95,73,449,"1.000,00","1.650,00",61.7,14.15,270.05,"1.030,00"
10/10/2018,143,"3.599,0",126.5,148.9,80.29,443,"973,00","1.610,00",60,14.26,270.05,"1.010,00"
10/11/2018,142.65,"3.580,0",129,145,80.2,441,"1.000,00","1.650,00",60,14.2,270,"999,00"
10/12/2018,142.55,"3.450,0",127,148,79.7,441,"973,00","1.650,00",61.7,14,275,"1.000,00"
10/15/2018,142.65,"3.450,0",127,145,75,444,"902,00","1.550,00",58.56,14.1,270.05,"973,00"
10/16/2018,142.9,"3.425,0",126.05,145,78,441,"973,00","1.525,00",60,14.26,270.25,"990,00"
10/17/2018,143.6,"3.600,0",127,145,78,441,"1.050,00","1.501,00",61.49,14.15,273.7,"1.020,00"
10/18/2018,143.7,"3.743,0",127,146.5,75,440.9,"1.000,00","1.590,00",61.45,13.96,272.1,"1.020,00"
10/19/2018,143.95,"3.602,0",127,145,75,435,"1.030,00","1.550,00",61.3,13.98,273.05,"1.000,00"
10/22/2018,145.25,"3.620,0",127,145,75,442,"1.030,00","1.555,00",61.14,13.7,272.1,"1.000,00"
10/23/2018,145.4,"3.620,0",127,146,75,433.9,"1.030,00","1.580,00",61.29,13.49,272.3,"990,00"
10/24/2018,145,"3.680,0",127,133.2,73.2,431,"1.000,00","1.610,00",61.19,13.5,271.05,"989,00"
10/25/2018,144.35,"3.725,0",127,133,75.99,431.1,"977,00","1.630,00",58.5,13.22,271,"1.000,00"
10/26/2018,141.7,"3.700,0",125,137.8,73.2,430.25,"1.000,00","1.651,00",61,13.2,268,"962,00"
10/29/2018,140,"3.700,0",127,134.3,75.99,430.2,"1.000,00","1.650,00",60,13.2,271.5,"968,00"
10/30/2018,138.1,"3.700,0",127,145,72,426,"1.000,00","1.620,00",61.1,13.07,266.4,"970,00"
10/31/2018,138.2,"3.701,0",124.5,140,70.5,416.5,"1.032,00","1.640,00",61,12.55,269,"1.005,00"
11/1/2018,139,"3.700,0",122.05,135.5,71,416.7,"1.094,00","1.640,00",60,12.53,266.2,"1.006,00"
11/2/2018,139,"3.700,0",120.5,137,71,420,"1.079,00","1.600,00",61.14,12.6,270.05,"1.030,00"
11/5/2018,140,"3.725,0",122.9,135.3,71,420,"1.060,00","1.576,00",61,13,271.05,"1.060,00"
11/7/2018,139.3,"3.720,0",125.35,133.5,70.05,427.05,"1.039,00","1.551,00",59.01,13.08,272.45,"1.091,00"
11/8/2018,139.3,"3.780,0",127.7,132.5,70.1,433,"1.039,00","1.530,00",61.34,13.28,268,"1.120,00"
11/9/2018,140,"3.680,0",130.25,132.5,73.89,441.65,"1.076,00","1.507,00",59.61,13.3,271.95,"1.125,00"
11/12/2018,139.5,"3.650,0",132.3,135,73.5,435,"1.086,00","1.450,00",59.1,13.62,270,"1.126,00"
11/13/2018,139.5,"3.750,0",134.4,135,72.99,438,"1.040,00","1.450,00",61.24,13.68,271,"1.082,00"
11/14/2018,139.5,"3.700,0",137.05,137,72.95,442,"1.065,00","1.450,00",59.75,13.7,271.05,"1.075,00"
11/15/2018,139.7,"3.600,0",137.95,137,72.9,443,"1.079,00","1.450,00",60,14.11,272,"1.075,00"
11/16/2018,139.1,"3.570,0",138.8,137.1,70,443,"1.050,00","1.420,00",60,14.86,272,"1.063,00"
11/19/2018,139.9,"3.570,0",139,137,72.46,443,"1.050,00","1.450,00",60.99,16.2,273.5,"1.080,00"
11/22/2018,139,"3.779,0",139.95,138.5,72.8,443,"1.042,00","1.412,00",60.5,14.59,275,"1.080,00"
11/23/2018,138.6,"3.750,0",138,138.5,72,445,"1.050,00","1.430,00",60,13.45,278,"1.071,00"
11/26/2018,139.9,"3.570,0",138,139.9,72.8,448,"1.030,00","1.419,00",58.51,14.02,281,"1.050,00"
11/27/2018,139.9,"3.602,0",139.95,141,70,448,"1.030,00","1.410,00",58.6,14.01,282,"1.030,00"
11/28/2018,139.75,"3.651,0",142.65,141.65,72,454.1,"1.029,00","1.415,00",60,14.8,285,"1.070,00"
11/29/2018,140.5,"3.601,0",136.95,138.5,72.7,447,"1.040,00","1.467,00",59,14.7,281.15,"1.040,00"
11/30/2018,140.5,"3.601,0",136.9,138.55,72,447,"1.030,00","1.490,00",55.6,15.14,285,"1.040,00"
12/3/2018,139.95,"3.610,0",131.5,141.5,71,459.45,"1.024,00","1.533,00",57,15.38,284,"1.090,00"
12/4/2018,140.4,"3.650,0",129,141.5,71,459,"1.050,00","1.430,00",57.5,15.22,283,"1.095,00"
12/5/2018,141,"3.650,0",129,141.5,71,460,"1.045,00","1.498,00",60,14.7,275.1,"990,00"
12/6/2018,141,"3.651,0",129.1,145,71.02,451.05,"1.000,00","1.440,00",61.09,14.64,284,"920,00"
12/7/2018,140.65,"3.700,0",134.25,146.5,71,447.5,"999,00","1.431,00",59.99,14.15,282.5,"997,00"
12/10/2018,140.05,"3.700,0",134.3,146.5,71,447.5,"1.012,00","1.420,00",60.96,14.29,277.05,"1.026,00"
