Date,IAM,WAA,TIM,LES,ATH,ATW,MNG,CMA,ATL,ADH,BCP,TMA
6/14/2021,139.15,"4.000,0",,180,109.55,462,"1.620,00","1.844,00",99.5,9.67,267,"1.790,00"
6/15/2021,138.3,"4.000,0",,180,110.35,464.15,"1.620,00","1.826,00",99.5,9.85,267,"1.754,00"
6/16/2021,138.2,"4.000,0",,185,111.95,462.6,"1.608,00","1.820,00",99.5,9.82,266,"1.770,00"
6/17/2021,139,"4.100,0",,175.1,111.8,467,"1.620,00","1.816,00",102.55,10.21,265,"1.775,00"
6/18/2021,138.75,"4.000,0",,177.65,111,463.85,"1.618,00","1.810,00",102.85,10.61,267,"1.751,00"
6/21/2021,138.8,"4.100,0",,183.9,111,461.3,"1.564,00","1.807,00",102.5,11.03,266,"1.700,00"
6/22/2021,138,"4.190,0",,180,110,461.3,"1.568,00","1.816,00",102,10.59,266,"1.750,00"
6/23/2021,138.25,"4.199,0",,180,110,462.1,"1.600,00","1.830,00",101.95,10.59,265.9,"1.700,00"
6/24/2021,138,"4.150,0",,180,111.5,464.5,"1.615,00","1.830,00",102,11.01,265,"1.730,00"
6/25/2021,137.8,"4.200,0",,180,109,464.5,"1.592,00","1.837,00",100,11.45,265,"1.700,00"
6/28/2021,137.75,"4.150,0",,180,110,463,"1.592,00","1.870,00",100.8,11.29,264.5,"1.710,00"
6/29/2021,137,"4.100,0",,181.5,103.6,461,"1.592,00","1.840,00",101,11.2,264.5,"1.710,00"
6/30/2021,137,"4.100,0",,180,100,460,"1.600,00","1.840,00",102.5,11.15,264.5,"1.710,00"
7/1/2021,136.6,"4.101,0",,180,103,461,"1.620,00","1.835,00",101.9,10.71,264.5,"1.710,00"
7/2/2021,136.6,"4.110,0",,180,102,459.8,"1.620,00","1.835,00",101.5,10.29,264.7,"1.711,00"
7/5/2021,135.75,"4.150,0",,180.1,100,459,"1.620,00","1.836,00",101.5,10.48,267,"1.705,00"
7/6/2021,134.5,"4.400,0",,181,94.5,462,"1.600,00","1.835,00",101.5,10.48,266.5,"1.700,00"
7/7/2021,135,"4.150,0",,181,90.05,460,"1.610,00","1.830,00",105.55,10.6,263.2,"1.701,00"
7/8/2021,135.3,"4.348,0",,181,95,442,"1.614,00","1.830,00",109.75,10.18,267.95,"1.701,00"
7/9/2021,135.5,"4.144,0",,185,99.98,440,"1.620,00","1.825,00",114.1,9.78,264.65,"1.700,00"
7/12/2021,135.8,"4.150,0",,181,97,446,"1.620,00","1.800,00",114,9.39,262.2,"1.700,00"
7/13/2021,135.7,"4.268,0",,181,96.1,444.95,"1.620,00","1.760,00",113,9.76,267,"1.710,00"
7/14/2021,135.5,"4.140,0",,181,96,445.7,"1.620,00","1.751,00",116.9,10.15,265.25,"1.711,00"
7/15/2021,135.25,"4.140,0",,183,99.98,445,"1.620,00","1.750,00",113.1,10.55,266,"1.740,00"
7/16/2021,135.25,"4.200,0",,183,96.1,441,"1.625,00","1.750,00",116,10.37,267.95,"1.750,00"
7/19/2021,134.85,"4.200,0",,181,97,440.6,"1.625,00","1.736,00",115,10.28,270,"1.720,00"
7/20/2021,134.8,"4.150,0",,180,97,441.05,"1.628,00","1.797,00",117.7,10.17,271.5,"1.710,00"
7/23/2021,134.3,"4.060,0",,181,96.45,442.1,"1.629,00","1.750,00",118,10.2,271.9,"1.750,00"
7/26/2021,134.8,"4.220,0",,184,94.5,442.6,"1.648,00","1.740,00",117.75,10.2,271,"1.750,00"
7/27/2021,135.3,"4.250,0",,183,93.5,440,"1.570,00","1.720,00",116.8,10.24,272.5,"1.760,00"
7/28/2021,135.5,"4.250,0",,182.1,92.5,442.5,"1.600,00","1.731,00",116.5,10.3,273,"1.710,00"
7/29/2021,135.8,"4.321,0",,180.1,90,442.7,"1.620,00","1.700,00",117,10.12,270,"1.710,00"
8/2/2021,138,"4.280,0",,180.05,93.99,445.25,"1.612,00","1.700,00",119,9.99,269.95,"1.750,00"
8/3/2021,137.5,"4.280,0",,190,94.9,443.7,"1.620,00","1.700,00",121.85,9.89,268,"1.770,00"
8/4/2021,137.5,"4.300,0",,201.35,92.1,450,"1.614,00","1.675,00",118.5,9.72,267.8,"1.785,00"
8/5/2021,137.1,"4.325,0",,213.4,90.03,464,"1.620,00","1.685,00",118.9,9.62,269,"1.795,00"
8/6/2021,138,"4.325,0",,220,94.54,460,"1.647,00","1.697,00",117.5,9.57,269,"1.720,00"
8/9/2021,137.75,"4.325,0",,233.15,93.5,460.55,"1.647,00","1.691,00",117.5,9.95,271,"1.720,00"
8/11/2021,138.5,"4.300,0",,228.2,93.1,464,"1.659,00","1.731,00",117.9,10.34,272.5,"1.731,00"
8/12/2021,138.2,"4.174,0",,232,92.5,465,"1.661,00","1.750,00",117,10.24,272,"1.734,00"
8/13/2021,139.9,"4.250,0",,223,91.1,462,"1.700,00","1.750,00",117,10.1,270,"1.735,00"
8/16/2021,138.8,"4.250,0",,233,92,468,"1.700,00","1.775,00",117,10.12,271,"1.750,00"
8/17/2021,139.9,"4.250,0",,246.95,91.5,465.05,"1.700,00","1.760,00",116.9,10.03,272,"1.770,00"
8/18/2021,139.05,"4.250,0",,261.75,91.5,469,"1.710,00","1.770,00",115.95,10.01,272,"1.805,00"
8/19/2021,139.05,"4.300,0",,260,92.6,468,"1.710,00","1.760,00",115.5,10.41,271.1,"1.800,00"
8/23/2021,140.9,"4.300,0",,260,92.6,467.9,"1.712,00","1.730,00",114.5,10.82,270.6,"1.780,00"
8/24/2021,140.6,"4.300,0",,251.1,91.5,467,"1.765,00","1.691,00",116.4,10.9,270.9,"1.810,00"
8/25/2021,139.5,"4.250,0",,251,91.5,465.1,"1.800,00","1.700,00",116.5,11.33,270.9,"1.800,00"
8/26/2021,139.9,"4.250,0",,254,92.5,470,"1.840,00","1.710,00",115,11.6,271,"1.800,00"
8/27/2021,141,"4.295,0",,251,92.99,470,"1.874,00","1.700,00",117.7,11.5,270.2,"1.780,00"
8/30/2021,140.7,"4.250,0",,248.5,92.99,467,"1.896,00","1.700,00",117.9,11.45,271,"1.775,00"
8/31/2021,140.45,"4.200,0",,253.9,92.8,470,"1.908,00","1.705,00",114.7,11.54,271.5,"1.810,00"
9/1/2021,140.5,"4.200,0",,248,91.5,476,"1.900,00","1.680,00",116.95,11.55,275,"1.785,00"
9/2/2021,140.7,"4.165,0",,236,91,478,"1.881,00","1.700,00",116.9,11.63,272,"1.775,00"
9/3/2021,141.9,"4.200,0",,236,87.5,470,"1.894,00","1.660,00",116,12.09,272,"1.781,00"
9/6/2021,138,"4.200,0",,240,89,469,"1.851,00","1.660,00",114,12.57,270.05,"1.810,00"
9/7/2021,139.05,"4.200,0",,235,93.3,468,"1.830,00","1.665,00",114,12.07,270,"1.825,00"
9/8/2021,140,"4.200,0",,236,89,473.95,"1.818,00","1.680,00",115,12.44,270,"1.845,00"
9/9/2021,142.95,"4.200,0",,239,87.99,472,"1.792,40","1.700,00",115,12.5,271.15,"1.825,00"
9/10/2021,141,"4.200,0",,235,87,470.25,"1.792,40","1.630,00",114.5,12.7,270.05,"1.830,00"
9/13/2021,140.05,"4.200,0",,233,81.8,472,"1.792,40","1.579,00",114.9,13,271,"1.825,00"
9/14/2021,141,"4.200,0",,234,86.65,484,"1.798,31","1.557,00",114.5,12.99,271,"1.850,00"
9/15/2021,141.25,,,229,87.99,475,"1.851,49","1.540,00",114.15,13.5,272.6,"1.845,00"
9/16/2021,141.4,,,220,85,475.05,"1.802,25","1.560,00",114,13.3,276,"1.820,00"
9/17/2021,141.75,,,219.1,84.1,476.5,"1.798,31","1.560,00",116,12.77,275,"1.785,00"
9/20/2021,140.65,,,215,84.1,477,"1.772,70","1.645,00",116,12.76,276.05,"1.795,00"
9/21/2021,140.9,,,212.1,84.15,477.05,"1.735,28","1.599,00",116.1,12.7,275,"1.790,00"
9/22/2021,141.5,,,212,84.1,484.8,"1.737,25","1.571,00",116,12.2,276,"1.790,00"
9/23/2021,142,,,224.7,83.4,478.5,"1.738,23","1.574,00",116,12.2,275.2,"1.780,00"
9/24/2021,142.75,,,230.2,83.4,480,"1.810,13","1.577,00",118,11.8,274.95,"1.780,00"
9/27/2021,142.45,,,238,82.2,480.1,"1.821,94","1.586,00",115,11.98,270.65,"1.776,00"
9/28/2021,143.05,,,237.9,82.3,488,"1.793,38","1.583,00",114.25,11.9,272,"1.670,00"
9/29/2021,142.95,,,238,82.3,488,"1.772,70","1.585,00",115,11.97,271.15,"1.675,00"
9/30/2021,141.9,,,236.4,82.11,489.5,"1.713,61","1.586,00",117.8,11.95,274.9,"1.580,00"
10/1/2021,142,,,232.4,84,492,"1.693,92","1.555,00",117,11.6,272.05,"1.607,00"
10/4/2021,141.55,,,230,83,494,"1.723,46","1.556,00",117.6,11.5,273,"1.600,00"
10/5/2021,141.55,,,226.05,87.45,495,"1.820,96","1.561,00",117,11.95,273,"1.600,00"
10/6/2021,141.3,,,219,87.5,491.9,"1.825,88","1.581,00",114.65,11.76,274,"1.551,00"
10/7/2021,141.3,,,229,86.1,490,"1.861,34","1.615,00",120,11.29,275,"1.550,00"
10/8/2021,141.35,,,233,86.25,487.55,"1.861,34","1.590,00",122,10.84,274.9,"1.600,00"
10/11/2021,141.05,,,221,89,486,"1.866,26","1.590,00",120,10.6,275,"1.603,00"
10/12/2021,141.25,,,218,85.15,486.15,"1.888,91","1.580,00",119.15,10.83,275.15,"1.600,00"
10/13/2021,142,,,219,81.8,495,"1.905,66","1.590,00",119.3,11.26,278,"1.511,00"
10/14/2021,142.8,,,226.95,82.94,489,"1.875,13","1.600,00",120,11.4,280,"1.599,00"
10/15/2021,143.2,,,220,81.85,489,"1.886,94","1.600,00",125,11.31,283,"1.625,00"
10/18/2021,142.95,,,220,81.8,490.1,"1.900,73","1.619,00",132.45,11.38,282,"1.675,00"
10/21/2021,142.9,,,215,85.97,494.5,"1.861,34","1.600,00",136.5,11.15,287.5,"1.690,00"
10/22/2021,142.9,,,223,81,492.5,"1.870,20","1.610,00",135.85,10.92,280.5,"1.675,00"
10/25/2021,142.9,,,224,84.7,495,"1.871,19","1.610,00",136,11.24,282.25,"1.680,00"
10/26/2021,143.3,,,219,82,495.05,"1.925,35","1.605,00",134,11.47,282.55,"1.680,00"
10/27/2021,143.85,,,215.2,79.2,495,"1.935,20","1.610,00",135.7,11.4,282.5,"1.669,00"
10/28/2021,143.8,,,215.7,82,498,"1.945,05","1.605,00",134.2,11.47,282,"1.675,00"
10/29/2021,143.3,,,216.2,79.15,510,"1.941,11","1.600,00",132,11.4,280,"1.675,00"
11/1/2021,143.5,,,219.9,79.16,505,"1.955,88","1.610,00",135,11.3,280,"1.690,00"
11/2/2021,143.75,,,220,81.5,507,"1.978,53","1.620,00",132.5,11.34,279,"1.700,00"
11/3/2021,144.25,,,222,82,490.15,"1.999,22","1.610,00",132.5,11.5,279,"1.650,00"
11/4/2021,143.5,,,222.5,77.1,497.15,"1.999,22","1.610,00",132.5,11.21,278,"1.652,00"
11/5/2021,142.6,,,224,79,498.6,"1.999,22","1.600,00",132.5,11.15,278,"1.680,00"
11/8/2021,143,,,215,77,499,"1.989,37","1.610,00",133.4,11.19,278,"1.654,00"
11/9/2021,142.5,,,218.2,77.5,496.5,"1.991,34","1.600,00",134,11.09,279,"1.699,00"
11/10/2021,142.5,,,218,77,490.5,"2.009,06","1.585,00",132.5,10.53,279,"1.700,00"
11/11/2021,142.3,,,211.25,77,490.5,"2.013,99","1.610,00",135,10.25,280,"1.699,00"
11/12/2021,142,,,211.1,79.5,491.05,"2.013,99","1.600,00",141.8,10.27,279.5,"1.700,00"
11/15/2021,141.7,,,210.5,79.49,490,"2.013,99","1.610,00",140,10.09,280.9,"1.750,00"
11/16/2021,141.65,,,210.5,79.48,488,"2.018,91","1.600,00",142,10,280.9,"1.750,00"
11/17/2021,142,,,207.6,77.5,488,"2.023,84","1.580,00",143.7,10,277.2,"1.790,00"
11/19/2021,142,,,210,79.1,484.5,"2.068,15","1.619,00",139.6,10.35,276.5,"1.825,00"
11/22/2021,142.2,,,206.2,80.97,481.1,"2.122,32","1.600,00",141,10.6,276,"1.750,00"
11/23/2021,141.9,,,218.55,79.5,483.15,"2.166,64","1.615,00",139.6,10.5,280,"1.750,00"
11/24/2021,141.7,,,231.65,79.1,487.3,"2.166,64","1.595,00",137.5,10.8,279,"1.750,00"
11/25/2021,141.8,,,245,82.99,487,"2.117,40","1.570,00",139.95,10.98,277.05,"1.750,00"
11/26/2021,141.3,,,230.35,83.2,487,"2.118,38","1.595,00",136,10.79,275.5,"1.750,00"
11/29/2021,140.75,,,230,79.6,489,"2.137,09","1.600,00",137,10.7,280,"1.750,00"
11/30/2021,140,,,241.75,79.6,487.45,"2.166,64","1.598,00",138,10.67,280,"1.690,00"
12/1/2021,140.5,,,227.25,79.1,480,"2.179,44","1.599,00",137,10.68,279.95,"1.700,00"
12/2/2021,141,,,220,80,474,"2.186,33","1.550,00",134.85,10.27,280,"1.720,00"
12/3/2021,141.8,,,225,79,473,"2.206,03","1.499,00",134.5,10,280,"1.745,00"
12/6/2021,141.1,,,229.95,79,480,"2.262,17","1.490,00",126.45,10.45,277,"1.745,00"
12/7/2021,141.05,,,222,80,486,"2.260,20","1.447,00",129,10.7,277,"1.700,00"
12/8/2021,141,,,233.95,80,487.9,"2.196,18","1.470,00",130,10.4,280,"1.670,00"
12/9/2021,141.3,,,245,80,480.5,"2.115,43","1.494,00",128,10.36,280,"1.669,00"
12/10/2021,142.85,,,247.5,80,485,"2.153,83","1.490,00",126.5,10.51,277.05,"1.723,00"
12/13/2021,142.1,,,245,80,487,"2.215,88","1.499,00",120,10.8,279.95,"1.700,00"
12/14/2021,142.1,,,240,80,487,"2.215,88","1.500,00",127,10.92,278.5,"1.710,00"
12/15/2021,141.9,,,240,80.01,487,"2.215,88","1.500,00",125,11.2,279.95,"1.735,00"
12/16/2021,141.4,,,245,81,482.1,"2.259,21","1.431,00",132,11.22,278.5,"1.735,00"
12/17/2021,140,,,247,81,483.5,"2.235,58","1.400,00",131.05,11.2,279.95,"1.765,00"
12/20/2021,139,,,245,81,482.6,"2.206,03","1.385,00",127,10.99,280,"1.750,00"
12/21/2021,137.8,,,245,82,483,"2.177,47","1.385,00",132,10.73,280,"1.760,00"
12/22/2021,137.6,,,245,80.12,483,"2.188,30","1.385,00",134,10.69,280.45,"1.740,00"
12/23/2021,137.4,,,245,80,478.05,"2.202,09","1.400,00",131,10.7,280.95,"1.751,00"
12/24/2021,137.15,,,245,80,480,"2.212,92","1.361,00",128.35,10.7,278,"1.755,00"
12/27/2021,137.2,,,245,81,476.5,"2.138,08","1.400,00",130.05,10.55,278,"1.750,00"
12/28/2021,137.4,,,238,80.03,480,"2.191,26","1.375,00",131,10.7,278,"1.720,00"
12/29/2021,139.25,,,249,81,480,"2.191,26","1.370,00",132.5,10.72,280.95,"1.720,00"
12/30/2021,139.25,,,242.1,79.12,479.95,"2.218,83","1.375,00",131,10.9,284,"1.720,00"
12/31/2021,139.45,,,242.15,81.9,483,"2.234,59","1.350,00",125,11,284,"1.750,00"
1/3/2022,139.3,,,245,81.89,485,"2.258,23","1.375,00",127,10.9,286,"1.750,00"
1/4/2022,138.75,,,245,80,487,"2.255,27","1.368,00",129,10.85,287,"1.733,00"
1/5/2022,138,,,242,80,487,"2.239,51","1.375,00",127,10.76,290,"1.750,00"
1/6/2022,138.5,,,245,80.03,480.5,"2.304,51","1.350,00",128.9,10.61,288.95,"1.800,00"
1/7/2022,139.2,,,245.5,80.04,480.6,"2.265,12","1.399,00",128,10.63,289,"1.790,00"
1/10/2022,139,,,245,81,482.1,"2.235,58","1.379,00",126.15,10.75,288,"1.690,00"
1/12/2022,139.2,,,242,80.13,486,"2.244,44","1.340,00",131,10.7,288.15,"1.660,00"
1/13/2022,139,,,240,80.51,490,"2.215,88","1.290,00",129,10.96,288,"1.617,00"
1/14/2022,140,,,246.15,82.09,491,"2.230,65","1.290,00",131.8,11.06,288,"1.640,00"
1/17/2022,139.6,,,253,80.48,491,"2.186,33","1.300,00",131.8,11.01,288,"1.640,00"
1/18/2022,139.5,,,243,80.04,490.6,"2.198,15","1.302,00",130,11.4,287.05,"1.640,00"
1/19/2022,139.1,,,248,80.05,498,"2.168,61","1.310,00",130,11.58,287.1,"1.640,00"
1/20/2022,139,,,255,81.99,495,"2.156,79","1.385,00",131,11.52,287,"1.641,00"
1/21/2022,138.5,,,254.5,82,495,"2.165,65","1.367,00",134,11.51,287,"1.660,00"
1/24/2022,138,,,248.2,81.98,492.2,"2.115,43","1.350,00",135,11.84,286,"1.635,00"
1/25/2022,137.2,,,249.1,80,492.05,"2.135,12","1.350,00",135,11.87,288.5,"1.601,00"
1/26/2022,137.3,,,249,76,495,"2.144,97","1.332,00",136.9,11.9,292,"1.601,00"
1/27/2022,137.9,,,253.85,78,492,"2.136,11","1.340,00",136,11.75,292,"1.605,00"
1/28/2022,137.7,,,253.7,77,492.2,"2.008,08","1.320,00",133.55,11.56,293.95,"1.600,00"
1/31/2022,138,,,250,76,491.75,"1.887,93","1.282,00",133.85,11.49,294,"1.600,00"
2/1/2022,138.5,,,250,73.5,494.5,"1.871,19","1.284,00",134,11.5,292.5,"1.602,00"
2/2/2022,138.2,,,250,75,493.9,"1.759,90","1.300,00",135,11.62,295,"1.600,00"
2/3/2022,138.2,,,250,77.5,493.05,"1.677,17","1.338,00",133.45,11.64,294.55,"1.570,00"
2/4/2022,137.7,,,250,75.5,494.1,"1.765,81","1.394,00",136,11.65,290,"1.580,00"
2/7/2022,137.65,,,250,75,495.3,"1.812,10","1.396,00",134.05,11.62,290,"1.600,00"
2/8/2022,137.5,,,250,75,498,"1.802,25","1.337,00",139.95,11.6,288,"1.578,00"
2/9/2022,136.75,,,245,77.7,497.8,"1.826,87","1.352,00",139,11.51,288,"1.630,00"
2/10/2022,136.7,,,250,74.1,495.05,"1.792,40","1.354,00",140,11.5,288,"1.616,00"
2/11/2022,136.3,,,250,76.4,495.05,"1.782,55","1.355,00",139.6,11.66,286,"1.620,00"
2/14/2022,135.5,,,248,76.94,491.15,"1.797,32","1.360,00",140.75,11.6,285,"1.627,00"
2/15/2022,135.95,,,248,75,493,"1.846,57","1.355,00",139,11.89,286,"1.620,00"
2/16/2022,136.75,,,248,74.1,493,"1.827,85","1.320,00",135,12,270.5,"1.640,00"
2/17/2022,137.85,,,248.25,74,489.85,"1.829,82","1.389,00",135.8,11.79,275,"1.640,00"
2/18/2022,136,,,248.25,73,480,"1.827,85","1.320,00",134.15,11.5,275,"1.640,00"
2/21/2022,135.8,,,248.25,70.02,480.6,"1.812,10","1.325,00",137,11.45,275,"1.640,00"
2/22/2022,134.8,,,250,74,481.7,"1.807,17","1.325,00",138,11.44,274,"1.620,00"
2/23/2022,133.5,,,250.5,75,484.9,"1.826,87","1.320,00",135.3,11.55,271,"1.625,00"
2/24/2022,130.5,,,250,79,483.25,"1.829,82","1.320,00",138.45,11.9,270,"1.600,00"
2/25/2022,131.3,,,253,74.27,478,"1.841,64","1.300,00",130.5,11.93,260,"1.620,00"
2/28/2022,132,,,250,70,480.05,"1.845,58","1.280,00",134.9,11.31,261,"1.600,00"
3/1/2022,132.3,,,250.05,73.98,455.25,"1.920,43","1.280,00",134,11.6,265.9,"1.575,00"
3/2/2022,131.45,,,250,73.99,473,"1.968,69","1.252,00",136.4,10.91,260,"1.620,00"
3/3/2022,131.5,,,250,73.99,470.95,"2.042,55","1.177,00",135,10.95,265,"1.565,00"
3/4/2022,130.05,,,255,70.02,470,"2.042,55","1.245,00",130.2,11.4,265.1,"1.611,00"
3/7/2022,128,,,250.05,71,470,"1.989,37","1.171,00",129,10.72,265,"1.570,00"
3/8/2022,130,,,250.05,73.97,457.55,"1.989,37","1.206,00",129.95,10.08,265.4,"1.550,00"
3/9/2022,130,,,250.05,73.96,455,"2.009,06","1.216,00",128,9.48,268,"1.580,00"
3/10/2022,128.5,,,250,72.99,436,"1.986,41","1.261,00",127.55,8.92,269,"1.580,00"
3/11/2022,129.5,,,250,70,455,"1.991,34","1.280,00",129,8.39,266.5,"1.610,00"
3/14/2022,129.55,,,250,72.08,460,"2.022,85","1.335,00",129,8.4,265.1,"1.552,00"
3/15/2022,129.3,,,254,70.1,450,"2.004,14","1.330,00",129,8.4,260,"1.610,00"
3/16/2022,129.9,,,250,73.2,450,"2.009,06","1.330,00",128.95,8.4,256,"1.600,00"
3/17/2022,130.1,,,250.1,70.1,452,"1.990,35","1.251,00",127.6,7.97,260,"1.600,00"
3/18/2022,131.4,,,254.95,71.5,452,"1.999,22","1.251,00",128.5,7.97,257,"1.540,00"
3/21/2022,131,,,251,71,459,"1.990,35","1.326,00",128.2,8.15,266,"1.540,00"
3/22/2022,130.85,,,254.9,70.4,477.95,"2.009,06","1.365,00",125,8.45,264.9,"1.460,00"
3/23/2022,129,,,250.5,72,464,"2.010,05","1.284,00",124,8.51,267,"1.449,00"
3/24/2022,128.5,,,250,71.2,461,"2.013,99","1.252,00",125.5,8,266,"1.450,00"
3/25/2022,129,,,258.85,71,459,"1.989,37","1.270,00",128,8.11,264.5,"1.470,00"
3/28/2022,128.05,,,251.6,73,444,"2.056,34","1.273,00",124.15,7.77,265.5,"1.470,00"
3/29/2022,129.3,,,250,73.25,442.2,"2.019,90","1.261,00",124.4,7.4,270,"1.475,00"
3/30/2022,129.5,,,250,70.3,445.4,"2.016,94","1.280,00",124,7.14,265.2,"1.426,00"
3/31/2022,129.4,,,254,73.45,447.6,"2.048,46","1.275,00",119,7.14,266,"1.400,00"
4/1/2022,129.85,,,250.5,70.6,455,"2.099,67","1.276,00",112,7.3,266,"1.350,00"
4/4/2022,129.6,,,250,72,460.05,"2.166,64","1.283,00",118.6,7.4,268,"1.360,00"
4/5/2022,130.85,,,250,71.1,460,"2.166,64","1.330,00",122,7.51,266.1,"1.370,00"
4/6/2022,131,,,250,71.2,460,"2.117,40","1.329,00",120.1,7.25,268.5,"1.350,00"
4/7/2022,131.4,,,250,71.2,462,"2.115,43","1.315,00",126.5,7.68,266,"1.350,00"
4/8/2022,131.3,,,250,72,464.5,"2.127,24","1.339,00",123,8.14,268.4,"1.360,00"
4/11/2022,131.45,,,250,72.1,464.95,"2.099,67","1.300,00",119.4,8.62,266.05,"1.350,00"
4/12/2022,131.8,,,250,73.49,469,"2.107,55","1.320,00",120,8.72,268,"1.380,00"
4/13/2022,132.5,,,251,73.96,468,"2.106,56","1.330,00",120,8.7,266,"1.380,00"
4/14/2022,132.5,,,252,74.5,466,"2.107,55","1.320,00",125,8.65,266.05,"1.366,00"
4/15/2022,131,,,250,73.05,465.1,"2.116,41","1.285,00",125,8.92,268,"1.390,00"
4/18/2022,133.6,,,250,74.6,464,"2.115,43","1.300,00",127.4,8.79,265,"1.390,00"
4/19/2022,133,,,250,74,464.1,"2.212,92","1.300,00",127.5,8.85,267,"1.307,00"
4/20/2022,133,,,252,73.72,470,"2.344,89","1.325,00",130,8.84,268,"1.269,00"
4/21/2022,133.5,,,250,72.02,469.5,"2.484,74","1.306,00",130,8.87,267,"1.269,00"
4/22/2022,134,,,250,71.5,469,"2.465,04","1.331,00",128,8.79,266,"1.220,00"
4/25/2022,134.9,,,250,71.5,469,"2.380,35","1.325,00",128,8.78,265.5,"1.240,00"
4/26/2022,134.05,,,250,72,466.1,"2.383,30","1.300,00",130,8.69,262,"1.240,00"
4/27/2022,133.85,,,251.5,70,468,"2.363,60","1.270,00",129,8.63,255,"1.239,00"
4/28/2022,134,,,251.5,68.5,468,"2.364,59","1.260,00",129,8.77,255,"1.239,00"
4/29/2022,134,,,251.5,65,462.1,"2.364,59","1.260,00",129,8.65,255,"1.247,00"
5/4/2022,134,,,251,66.01,463.5,"2.364,59","1.242,00",128.95,8.41,257.9,"1.210,00"
5/5/2022,133.1,,,251,67,462,"2.417,77","1.220,00",130,8.41,253,"1.214,00"
5/6/2022,132,,,250,66.1,465.05,"2.386,26","1.201,00",129.95,8.3,257,"1.215,00"
5/9/2022,130.85,,,250,66.8,463.15,"2.375,42","1.206,00",129.9,8.1,257,"1.220,00"
5/10/2022,128,,,255,63,465,"2.412,85","1.220,00",129.7,8.09,253,"1.230,00"
5/11/2022,128.35,,,253.5,65.94,462.5,"2.368,53","1.239,00",126,8.23,255,"1.300,00"
5/12/2022,128.1,,,250,65,455,"2.381,33","1.230,00",130,8.14,253.05,"1.245,00"
5/13/2022,128,,,250,66,445,"2.381,33","1.220,00",130,8.05,255,"1.247,00"
5/16/2022,127.7,,,251,65,446,"2.383,30","1.220,00",129,7.9,253,"1.237,00"
5/17/2022,128.4,,,250,67.5,440,"2.347,85","1.200,00",130,7.96,250.9,"1.235,00"
5/18/2022,128,,,250,67.5,445,"2.304,51","1.205,00",133,7.78,250,"1.280,00"
5/19/2022,127.5,,,250,67.5,448,"2.230,65","1.210,00",130,7.75,245,"1.330,00"
5/20/2022,126,,,250,67,450,"2.215,88","1.204,00",133.5,7.87,251.9,"1.377,00"
5/23/2022,126,,,250.1,66,446,"2.226,71","1.192,00",133,7.84,255,"1.380,00"
5/24/2022,124,,,250.1,65.65,450,"2.265,12","1.200,00",130,7.8,258,"1.380,00"
5/25/2022,125.3,,,257.9,66.98,450,"2.284,82","1.195,00",132,7.8,264.85,"1.380,00"
5/26/2022,125,,,251,66.5,446.15,"2.245,42","1.190,00",131.5,7.73,258,"1.380,00"
5/27/2022,123.6,,,251,65.62,440,"2.215,88","1.180,00",131.5,7.51,262,"1.380,00"
5/30/2022,124,,,250,66,436.5,"2.260,20","1.199,00",131.5,7.48,262,"1.380,00"
5/31/2022,124.6,,,250,68,440,"2.225,73","1.183,00",132,7.4,260,"1.380,00"
6/1/2022,125.95,,,250.05,68,436,"2.234,59","1.190,00",128.55,7.8,260,"1.380,00"
6/2/2022,127.4,,,250,66.2,435,"2.214,89","1.215,00",132.8,7.95,253,"1.380,00"
6/3/2022,127,,,250,66.55,436.5,"2.214,89","1.225,00",129.15,7.95,253,"1.395,00"
6/6/2022,127.5,,,250.05,66.6,440.15,"2.166,64","1.206,00",131.5,7.8,255,"1.380,00"
6/7/2022,126.9,,,258,67.1,449,"2.151,86","1.234,00",131.5,8.26,253,"1.420,00"
6/8/2022,126.9,,,250.1,68.78,451,"2.196,18","1.235,00",130,8.25,254.85,"1.380,00"
6/9/2022,126,,,258,70,455,"2.235,58","1.200,00",132,8.5,253,"1.298,00"
6/10/2022,125.6,,,250,70,460,"2.245,42","1.206,00",129.5,8.85,251,"1.298,00"
6/13/2022,125.5,,,250.1,69,455.5,"2.294,67","1.205,00",130,8.8,249,"1.280,00"
6/14/2022,123.5,,,251,71,452.05,"2.231,64","1.223,00",132,8.65,255,"1.250,00"
6/15/2022,123,,,256,72,454.95,"2.265,12","1.230,00",130,8.6,255,"1.200,00"
6/16/2022,122.4,,,257.95,72.5,447,"2.292,70","1.230,00",132,8.49,254.95,"1.130,00"
6/17/2022,120.6,,,250,72.45,435,"2.232,62","1.210,00",128,8.15,254,"1.115,00"
6/20/2022,122.5,,,262,71,448.95,"2.265,12","1.225,00",130,7.67,254.9,"1.100,00"
6/21/2022,121,,,267,71.85,440.2,"2.199,14","1.247,00",133,7.55,245,"1.160,00"
6/22/2022,120.05,,,251,73,435,"2.206,03","1.242,00",135.7,7.6,246,"1.198,00"
6/23/2022,119.7,,,250,75.1,433.05,"2.149,89","1.239,00",135,7.7,246,"1.200,00"
6/24/2022,119,,,264,74,435,"2.215,88","1.250,00",135.5,8,252,"1.160,00"
6/27/2022,119,,,272,74.84,429,"2.264,14","1.285,00",135.6,8.1,253,"1.130,00"
6/28/2022,120,,,275,74.5,425,"2.245,42","1.303,00",132,7.7,255,"1.120,00"
6/29/2022,120,,,270,74,435,"2.255,27","1.315,00",132,7.73,256,"1.110,00"
